battery,camera,display,memory,name,price,processor,rating,reviews,warranty,logprice
5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi 8 (Ruby Red, 64 GB)",9999,Qualcomm Snapdragon 439 Processor,4.4,"55,078 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Realme 5i (Aqua Blue, 64 GB)",10999,Qualcomm Snapdragon 665 2 GHz Processor,4.5,"20,062 Reviews",Sunrise Design,9.305559638557117
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 128 GB ROM,"Realme 5i (Aqua Blue, 128 GB)",11999,Qualcomm Snapdragon 665 (2 GHz) Processor,4.5,"20,062 Reviews",Sunrise Design,9.392578591964389
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 128 GB ROM,"Realme 5i (Forest Green, 128 GB)",11999,Qualcomm Snapdragon 665 (2 GHz) Processor,4.5,"20,062 Reviews",Sunrise Design,9.392578591964389
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Blue, 32 GB)",7499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"10,091 Reviews",Dual Nano SIM slots and Memory Card Slot,8.92252495730139
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Black, 32 GB)",7499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"10,091 Reviews",Dual Nano SIM slots and Memory Card Slot,8.92252495730139
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Black, 32 GB)",6999,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"67,674 Reviews",Dual Nano SIM slots and Memory Card Slot,8.85352256068954
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Sapphire, 32 GB)",7499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"10,091 Reviews",Dual Nano SIM slots and Memory Card Slot,8.92252495730139
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Realme 5i (Forest Green, 64 GB)",10999,Qualcomm Snapdragon 665 2 GHz Processor,4.5,"20,062 Reviews",Sunrise Design,9.305559638557117
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Ruby, 32 GB)",7499,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"10,091 Reviews",Dual Nano SIM slots and Memory Card Slot,8.92252495730139
5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi 8 (Sapphire Blue, 64 GB)",9999,Qualcomm Snapdragon 439 Processor,4.4,"55,078 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
5000 mAh Battery,12MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi 8 (Onyx Black, 64 GB)",9999,Qualcomm Snapdragon 439 Processor,4.4,"55,078 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
6000 mAh Li-ion Polymer Battery,16 MP + 5 MP + 2 MP + AI Lens | 16MP Front Camera,17.78 cm (7 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Tecno Spark Power 2 (Ice Jadeite, 64 GB)",9999,MediaTek Helio P22 Octa Core Processor,4.3,"2,358 Reviews",18 W Fast Charging,9.21024036697585
5000 mAh Battery,12MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C3 (Volcano Grey, 32 GB)",8999,Helio G70 Processor,4.5,"5,641 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.104868739033948
5000 mAh Battery,12MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme C3 (Volcano Grey, 64 GB)",9999,Helio G70 Processor,4.5,"8,877 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
4000 mAh Battery,13MP + 2MP | 5MP Front Camera,15.49 cm (6.1 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme C2 (Diamond Blue, 32 GB)",6999,MediaTek P22 Octa Core 2.0 GHz Processor,4.4,"67,674 Reviews",Dual Nano SIM slots and Memory Card Slot,8.85352256068954
4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6 (Comet Blue, 64 GB)",15999,MediaTek Helio G90T Processor,4.4,"4,318 Reviews",90 Hz Ultra Smooth Display,9.680281499268713
4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"POCO X2 (Phoenix Red, 128 GB)",18499,Qualcomm Snapdragon 730G Processor,4.5,"17,578 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.82547195555139
5000 mAh Li-ion Polymer Battery,13 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Infinix Hot 9 (Violet, 64 GB)",9499,MediaTek Helio P22 (64 bit) Processor,4.5,"2,263 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories",9.158941808890182
5000 mAh Li-ion Polymer Battery,13 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Infinix Hot 9 (Ocean Wave, 64 GB)",9499,MediaTek Helio P22 (64 bit) Processor,4.5,"2,263 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories",9.158941808890182
4300 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6i (Lunar White, 64 GB)",14999,MediaTek Helio G90T Processor,4.5,532 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.61573881119536
4300 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6i (Lunar White, 64 GB)",12999,MediaTek Helio G90T Processor,4.5,"1,953 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.47262771040802
4300 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6i (Eclipse Black, 64 GB)",12999,MediaTek Helio G90T Processor,4.5,"1,953 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.47262771040802
4300 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6i (Eclipse Black, 64 GB)",14999,MediaTek Helio G90T Processor,4.5,532 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.61573881119536
5000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,4 GB RAM | 128 GB ROM,"OPPO A9 2020 (Space Purple, 128 GB)",12990,Qualcomm SM6125 Processor,4.3,"4,140 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.471935109664646
5000 mAh Lithium Polymer Battery,64MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Motorola One Fusion+ (Moonlight White, 128 GB)",17499,Qualcomm Snapdragon 730G Processor,4.4,"2,584 Reviews",1 Year on Handset and 6 Months on Accessories,9.769899015421748
5000 mAh Lithium-ion Battery,12MP + 2MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme Narzo 10A (So White, 32 GB)",8999,MediaTek Helio G70 (12 nm) Processor,4.5,"3,204 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.104868739033948
5000 mAh Lithium-ion Battery,12MP + 2MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme Narzo 10A (So Blue, 64 GB)",9999,MediaTek Helio G70 (12 nm) Processor,4.5,"2,170 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
5000 mAh Lithium-ion Battery,12MP + 2MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme Narzo 10A (So White, 64 GB)",9999,MediaTek Helio G70 (12 nm) Processor,4.5,"2,170 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.21024036697585
5000 mAh Lithium-ion Battery,12MP + 2MP + 2MP | 5MP Front Camera,16.56 cm (6.52 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme Narzo 10A (So Blue, 32 GB)",8999,MediaTek Helio G70 (12 nm) Processor,4.5,"3,204 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.104868739033948
6000 mAh Lithium-ion Polymer Battery,13MP + Depth Sensor | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Infinix Smart 4 Plus (Midnight Black, 32 GB)",7999,Mediatek Helio A25 Processor,4.4,"1,667 Reviews",1 Year on Handset and 6 Months on Accessories,8.987071812848821
5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"POCO M2 Pro (Green and Greener, 64 GB)",13999,Qualcomm Snapdragon 720G Processor,4.5,421 Reviews,"1 Year for Handset, 6 Months for Accessories",9.546741177474825
5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"POCO M2 Pro (Green and Greener, 64 GB)",14999,Qualcomm Snapdragon 720G Processor,4.5,"1,721 Reviews","1 Year for Handset, 6 Months for Accessories",9.61573881119536
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A5s (Blue, 64 GB)",9990,MTK MT6765 Processor,4.3,588 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.2093398716426
5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"POCO M2 Pro (Out of the Blue, 64 GB)",13999,Qualcomm Snapdragon 720G Processor,4.5,421 Reviews,"1 Year for Handset, 6 Months for Accessories",9.546741177474825
4030 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Vivo Y91i (Ocean Blue, 32 GB)",7880,MTK Helio P22 Processor,4.3,"1,698 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.972083182851925
5000 mAh Battery,13MP + 2MP + 8MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Y12 (Burgundy Red, 64 GB)",10990,MediaTek Helio P22 Processor,4.4,"1,210 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.304741047397666
5000 mAh Battery,13MP + 2MP + 8MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Y12 (Aqua Blue, 64 GB)",10990,MediaTek Helio P22 Processor,4.4,"1,210 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.304741047397666
5000 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,16.13 cm (6.35 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Y15 (Aqua Blue, 64 GB)",12990,MediaTek Helio P22 Processor,4.4,"1,714 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.471935109664646
5000 mAh Battery,13MP + 2MP + 8MP | 16MP Front Camera,16.13 cm (6.35 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Y15 (Burgundy Red, 64 GB)",12990,MediaTek Helio P22 Processor,4.4,"1,714 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.471935109664646
4300 mAh Battery,64MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 6 (Comet White, 128 GB)",17999,MediaTek Helio G90T Processor,4.4,"2,740 Reviews",90 Hz Ultra Smooth Display,9.798071479779479
5000 mAh Battery,13MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,3 GB RAM | 32 GB ROM,"Vivo Y11 (Agate Red, 32 GB)",9890,SDM439 Processor,4.4,405 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.199279424616758
4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 5 Pro (Sparkling Blue, 128 GB)",16999,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4.5,"7,223 Reviews",VOOC Flash Charge 3.0,9.74090979777877
4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 5 Pro (Sparkling Blue, 64 GB)",14999,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4.5,"9,978 Reviews",VOOC Flash Charge 3.0,9.61573881119536
5000 mAh Li-ion Polymer Battery,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Infinix Hot 9 Pro (Violet, 64 GB)",10499,MediaTek Helio P22 (64 bit) Processor,4.5,"1,760 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories",9.259035293514941
4500 mAh Li-polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,16.59 cm (6.53 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Redmi Note 8 Pro (Shadow Black, 128 GB)",17499,MediaTek Helio G90T Processor,4.4,"5,309 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories",9.769899015421748
6000 mAh Lithium-ion Polymer Battery,13MP + Depth Sensor | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Infinix Smart 4 Plus (Ocean Wave, 32 GB)",7999,Mediatek Helio A25 Processor,4.4,"1,667 Reviews",1 Year on Handset and 6 Months on Accessories,8.987071812848821
5000 mAh Li-ion Polymer Battery,48 MP + 2 MP + 2 MP + Low Light Sensor | 8MP Front Camera,16.76 cm (6.6 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Infinix Hot 9 Pro (Ocean Wave, 64 GB)",10499,MediaTek Helio P22 (64 bit) Processor,4.5,"1,760 Reviews","1 Year Warranty on Phone, 6 Months Warranty on Accessories",9.259035293514941
4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 5 Pro (Crystal Green, 128 GB)",16999,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4.5,"7,223 Reviews",VOOC Flash Charge 3.0,9.74090979777877
4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 5 Pro (Chroma White, 64 GB)",14999,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4.5,"9,978 Reviews",VOOC Flash Charge 3.0,9.61573881119536
4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Realme 5 Pro (Chroma White, 128 GB)",16999,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4.5,"7,223 Reviews",VOOC Flash Charge 3.0,9.74090979777877
4035 mAh Battery,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 5 Pro (Crystal Green, 64 GB)",14999,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,4.5,"9,978 Reviews",VOOC Flash Charge 3.0,9.61573881119536
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,6 GB RAM | 256 GB ROM,"OPPO Reno2 F (Lake Green, 256 GB)",17990,MTK MT6771V(P70) 64bit Processor,4.5,210 Reviews,Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories,9.79757132694458
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,6 GB RAM | 256 GB ROM,"OPPO Reno2 F (Sky White, 256 GB)",17990,MTK MT6771V(P70) 64bit Processor,4.5,210 Reviews,Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories,9.79757132694458
4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Vivo Z1x (Fusion Blue, 64 GB)",16990,Qualcomm Snapdragon 712 AIE Processor,4.4,"16,078 Reviews",22.5 W Vivo Flash Charge,9.740380214665977
4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Vivo Z1x (Phantom Purple, 64 GB)",16990,Qualcomm Snapdragon 712 AIE Processor,4.4,"16,078 Reviews",22.5 W Vivo Flash Charge,9.740380214665977
4500 mAh Li-ion Battery,48MP + 8MP + 2MP | 32MP Front Camera,16.21 cm (6.38 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Vivo Z1x (Fusion Blue, 128 GB)",18990,Qualcomm Snapdragon 712 AIE Processor,4.4,"2,295 Reviews",22.5 W Vivo Flash Charge,9.85166780380633
5000 mAh Battery,13MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,3 GB RAM | 32 GB ROM,"Vivo Y11 (Mineral Blue, 32 GB)",9890,SDM439 Processor,4.4,405 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.199279424616758
5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"POCO M2 Pro (Two Shades of Black, 128 GB)",16999,Qualcomm Snapdragon 720G Processor,4.5,"1,721 Reviews","1 Year for Handset, 6 Months for Accessories",9.74090979777877
4200 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.69 cm (6.57 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Realme X3 (Arctic White, 128 GB)",24999,Qualcomm Snapdragon 855+ Processor,4.4,101 Reviews,120 Hz Smooth Display,10.126591103050316
6000 mAh Lithium-ion Polymer Battery,13MP + Depth Sensor | 8MP Front Camera,17.32 cm (6.82 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Infinix Smart 4 Plus (Violet, 32 GB)",7999,Mediatek Helio A25 Processor,4.4,"1,667 Reviews",1 Year on Handset and 6 Months on Accessories,8.987071812848821
5000 mAh Lithium-ion Polymer Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"POCO M2 Pro (Out of the Blue, 128 GB)",16999,Qualcomm Snapdragon 720G Processor,4.5,"1,721 Reviews","1 Year for Handset, 6 Months for Accessories",9.74090979777877
5000 mAh Li-ion Battery,13MP + 8MP + 2MP | 8MP Front Camera,16.13 cm (6.35 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Vivo U10 (Thunder Black, 32 GB)",10990,Qualcomm Snapdragon 665 AIE Processor,4.4,"2,599 Reviews",18 W Fast Charging,9.304741047397666
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Realme X2 (Pearl Blue, 128 GB)",20999,Qualcomm Snapdragon 730G Processor,4.5,"4,405 Reviews",30W VOOC 4.0 Fast Charger,9.952230096524119
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A5s (Gold, 64 GB)",9990,MTK MT6765 Processor,4.3,588 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.2093398716426
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A5s (Green, 64 GB)",9990,MTK MT6765 Processor,4.3,588 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.2093398716426
4230 mAh Battery,12MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A31 (Fantasy White, 64 GB)",12490,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit Processor,4.3,840 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.432683603119623
4230 mAh Battery,12MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"OPPO A31 (Mystery Black, 64 GB)",12490,MediaTek Helio P35 ((MT6765V/CB) (4 x Cortex-A53L + 4 x Cortex-A53LL) 12 nm 64-bit Processor,4.3,840 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.432683603119623
5000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) Full HD+ Display,3 GB RAM | 64 GB ROM,"Redmi 8A Dual (Sea Blue, 64 GB)",9899,Snapdragon 439  Processor,4.2,170 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9.200189020919808
5000 mAh Battery,13MP + 2MP | 8MP Dual Front Camera,15.8 cm (6.22 inch) Full HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A Dual (Sky White, 32 GB)",8345,Snapdragon 439 octa core processor Processor,4.2,310 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,9.029417836095936
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F15 (Blazing Blue, 128 GB)",16990,MediaTek Helio P70 Processor,4.3,19 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.740380214665977
4000 mAh Battery,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"OPPO F15 (Lightening Black, 128 GB)",16990,MediaTek Helio P70 Processor,4.3,19 Reviews,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,9.740380214665977
4030 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Vivo Y91i (Fusion Black, 32 GB)",7880,MTK Helio P22 Processor,4.3,"1,698 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.972083182851925
5000 mAh Lithium-ion Battery,13MP + 8MP + 2MP + 2MP | 16MP Front Camera,16.59 cm (6.53 inch) Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo Y50 (Iris Blue, 128 GB)",17990,Qualcomm Snapdragon 665 Processor,4.4,237 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories,9.79757132694458
4000 mAh Battery,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,8 GB RAM | 256 GB ROM,"Realme X2 (Pearl Blue, 256 GB)",22999,Qualcomm Snapdragon 730G Processor,4.5,"4,405 Reviews",30W VOOC 4.0 Fast Charger,10.043206015705211
5000 mAh Lithium-ion Battery,13MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.43 cm (6.47 inch) HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo Y30 (Dazzle Blue, 128 GB)",14990,MediaTek Helio P35 Processor,4.3,89 Reviews,1 Year for Device and 6 Months for In-box Accessories,9.615138591096644
